shape,count,mean_quote_divergence,max_quote_divergence,mean_nav_per_deposit_divergence,max_nav_per_deposit_divergence
winner_policy=favorite|pre_entry=20|post_entry_mode=reversion,8,0.0003553025833357773042197992099,0.0007833951088384745161811927200,0.000559851973753621652822431625,0.001404493434216966553556172
winner_policy=hedge|pre_entry=20|post_entry_mode=reversion,8,0.0003553025833357773042197992099,0.0007833951088384745161811927200,0.00055993953452136292615763915,0.0014043907567319875568693251
