run_family,count,mean_quote_divergence,max_quote_divergence,mean_nav_per_deposit_divergence,max_nav_per_deposit_divergence,mean_price_entry_divergence,max_price_entry_divergence,slippage_failures
adversarial,16,0.0003553025833357773042197992098,0.0007833951088384745161811927200,0.0005598957541374922894900353875,0.001404493434216966553556172,0.000003267730037390365014872669361,0.000006098581951791591079025581759,0
deterministic,9,0.0003219634067548591384882029116,0.0004584137568960801975524418113,0.0010627630307032825022015025,0.0070889888739605357983655066,0.000001551614729258423104613415666,0.000004339100716738769441715082241,0
monte_carlo,32,0.0005388036365427991393766422059,0.002004030799330154724283301032,0.005207950085906253875580327528,0.0169985835688917438186198948,0.000002580042673652267219190268708,0.000006134519916559982500785113588,3
