run_family,scenario_name,mechanism,cohort_id,sponsor_id,entry_timestamp,nav,nav_per_deposit,nav_per_risk
deterministic,neutral_late_lp,reference_parallel_lmsr_reserve_residual,creator:bootstrap,creator,1,138.0530497569994921858673452,1.063081344306315368075539606,1.063081344306315368075539606
deterministic,neutral_late_lp,reference_parallel_lmsr_reserve_residual,lp_late:4,lp_late,4,36.80642385444528138066044921,0.8127034524524517388107416857,0.8127034524524517388107416857
deterministic,neutral_late_lp,global_state_fungible_fees_reserve_residual,creator:bootstrap,creator,1,138.0530497569994921858673452,1.063081344306315368075539606,1.063081344306315368075539606
deterministic,neutral_late_lp,global_state_fungible_fees_reserve_residual,lp_late:4,lp_late,4,36.80642385444528138066044921,0.8127034524524517388107416858,0.8127034524524517388107416858
deterministic,skewed_late_lp,reference_parallel_lmsr_reserve_residual,creator:bootstrap,creator,1,132.6542476432628647886138085,1.021507718668799044359932750,1.021507718668799044359932750
deterministic,skewed_late_lp,reference_parallel_lmsr_reserve_residual,lp_late:5,lp_late,5,39.76845079569397848836519467,0.6637474162769233494997239198,0.6637474162769233494997239198
deterministic,skewed_late_lp,global_state_fungible_fees_reserve_residual,creator:bootstrap,creator,1,132.6542476432628647886138085,1.021507718668799044359932750,1.021507718668799044359932750
deterministic,skewed_late_lp,global_state_fungible_fees_reserve_residual,lp_late:5,lp_late,5,39.76845079569397848836519467,0.6637474162769233494997239198,0.6637474162769233494997239198
deterministic,long_tail_late_lp,reference_parallel_lmsr_reserve_residual,creator:bootstrap,creator,1,342.8365626633350026806792808,1.101936750217990147798192391,1.101936750217990147798192391
deterministic,long_tail_late_lp,reference_parallel_lmsr_reserve_residual,lp_late:5,lp_late,5,88.15250979558480721706487960,0.7007282002139918079630182893,0.7007282002139918079630182893
deterministic,long_tail_late_lp,global_state_fungible_fees_reserve_residual,creator:bootstrap,creator,1,342.8365626633350026806792808,1.101936750217990147798192391,1.101936750217990147798192391
deterministic,long_tail_late_lp,global_state_fungible_fees_reserve_residual,lp_late:5,lp_late,5,88.15250979558480721706487960,0.7007282002139918079630182893,0.7007282002139918079630182893
deterministic,early_vs_late_same_delta_b,reference_parallel_lmsr_reserve_residual,creator:bootstrap,creator,1,130.9004458773774560289842179,1.008002519455844166546627079,1.008002519455844166546627079
deterministic,early_vs_late_same_delta_b,reference_parallel_lmsr_reserve_residual,lp_early:2,lp_early,2,35.34461205867920945993204815,1.072401744857258490075644819,1.072401744857258490075644819
deterministic,early_vs_late_same_delta_b,reference_parallel_lmsr_reserve_residual,lp_late:5,lp_late,5,23.55638469107361322727830692,0.6903051989243544217972412975,0.6903051989243544217972412975
deterministic,early_vs_late_same_delta_b,global_state_fungible_fees_reserve_residual,creator:bootstrap,creator,1,130.9004458773774560289842179,1.008002519455844166546627079,1.008002519455844166546627079
deterministic,early_vs_late_same_delta_b,global_state_fungible_fees_reserve_residual,lp_early:2,lp_early,2,35.34461205867920945993204815,1.072401744857258490075644819,1.072401744857258490075644819
deterministic,early_vs_late_same_delta_b,global_state_fungible_fees_reserve_residual,lp_late:5,lp_late,5,23.55638469107361322727830692,0.6903051989243544217972412975,0.6903051989243544217972412975
deterministic,same_final_claims_different_timing,reference_parallel_lmsr_reserve_residual,creator:bootstrap,creator,1,128.7200978592008645161395368,0.9912126889790910721926909967,0.9912126889790910721926909967
deterministic,same_final_claims_different_timing,reference_parallel_lmsr_reserve_residual,lp_timing:3,lp_timing,3,35.03456685861674339396943018,0.8889795305425325915509987378,0.8889795305425325915509987378
deterministic,same_final_claims_different_timing,global_state_fungible_fees_reserve_residual,creator:bootstrap,creator,1,128.7200978592008645161395368,0.9912126889790910721926909967,0.9912126889790910721926909967
deterministic,same_final_claims_different_timing,global_state_fungible_fees_reserve_residual,lp_timing:3,lp_timing,3,35.03456685861674339396943018,0.8889795305425325915509987378,0.8889795305425325915509987378
deterministic,cancellation_refund_path,reference_parallel_lmsr_reserve_residual,creator:bootstrap,creator,1,134.5807777143956040715884684,1.036343016994126292644723208,1.036343016994126292644723208
deterministic,cancellation_refund_path,reference_parallel_lmsr_reserve_residual,lp_late:3,lp_late,3,40.36742833097313972861161092,0.8962602685437584621889981067,0.8962602685437584621889981067
deterministic,cancellation_refund_path,global_state_fungible_fees_reserve_residual,creator:bootstrap,creator,1,134.5807777143956040715884684,1.036343016994126292644723208,1.036343016994126292644723208
deterministic,cancellation_refund_path,global_state_fungible_fees_reserve_residual,lp_late:3,lp_late,3,40.36742833097313972861161092,0.8962602685437584621889981068,0.8962602685437584621889981068
deterministic,repeated_lp_entries,reference_parallel_lmsr_reserve_residual,creator:bootstrap,creator,1,140.8284197525561282741994067,1.084453158047606290620752789,1.084453158047606290620752789
deterministic,repeated_lp_entries,reference_parallel_lmsr_reserve_residual,lp_one:3,lp_one,3,29.33620477337413357302277765,1.048643923945078854612529486,1.048643923945078854612529486
deterministic,repeated_lp_entries,reference_parallel_lmsr_reserve_residual,lp_three:7,lp_three,7,14.07908255559379984036651526,0.6211662490906444190670186907,0.6211662490906444190670186907
deterministic,repeated_lp_entries,reference_parallel_lmsr_reserve_residual,lp_two:5,lp_two,5,28.15889529777493078971589358,0.8250590979603383139868259839,0.8250590979603383139868259839
deterministic,repeated_lp_entries,global_state_fungible_fees_reserve_residual,creator:bootstrap,creator,1,140.8284197525561282741994069,1.084453158047606290620752790,1.084453158047606290620752790
deterministic,repeated_lp_entries,global_state_fungible_fees_reserve_residual,lp_one:3,lp_one,3,29.33620477337413357302277768,1.048643923945078854612529487,1.048643923945078854612529487
deterministic,repeated_lp_entries,global_state_fungible_fees_reserve_residual,lp_three:7,lp_three,7,14.07908255559379984036651528,0.6211662490906444190670186916,0.6211662490906444190670186916
deterministic,repeated_lp_entries,global_state_fungible_fees_reserve_residual,lp_two:5,lp_two,5,28.15889529777493078971589361,0.8250590979603383139868259848,0.8250590979603383139868259848
deterministic,zero_flow_nav_invariance,reference_parallel_lmsr_reserve_residual,creator:bootstrap,creator,1,129.8500943300770099371864154,0.9999142581905999128436068512,0.9999142581905999128436068512
deterministic,zero_flow_nav_invariance,reference_parallel_lmsr_reserve_residual,lp_static:3,lp_static,3,39.04453898492413331068194080,1.000000000000000000000000000,1.000000000000000000000000000
deterministic,zero_flow_nav_invariance,global_state_fungible_fees_reserve_residual,creator:bootstrap,creator,1,129.8500943300770099371864154,0.9999142581905999128436068512,0.9999142581905999128436068512
deterministic,zero_flow_nav_invariance,global_state_fungible_fees_reserve_residual,lp_static:3,lp_static,3,39.04453898492413331068194080,1.000000000000000000000000000,1.000000000000000000000000000
deterministic,same_block_trade_reordering,reference_parallel_lmsr_reserve_residual,creator:bootstrap,creator,1,130.5541874649653247845750231,1.005336146933162567586723826,1.005336146933162567586723826
deterministic,same_block_trade_reordering,reference_parallel_lmsr_reserve_residual,lp_block:4,lp_block,3,29.36751929576929736299635654,0.8645726325563341516843438028,0.8645726325563341516843438028
deterministic,same_block_trade_reordering,global_state_fungible_fees_reserve_residual,creator:bootstrap,creator,1,130.5541874649653247845750231,1.005336146933162567586723826,1.005336146933162567586723826
deterministic,same_block_trade_reordering,global_state_fungible_fees_reserve_residual,lp_block:4,lp_block,3,29.36751929576929736299635654,0.8645726325563341516843438029,0.8645726325563341516843438029
deterministic,reserve_residual_claim_ordering,reference_parallel_lmsr_reserve_residual,creator:bootstrap,creator,1,138.2521933855583893131800394,1.064614855349577895469136558,1.064614855349577895469136558
deterministic,reserve_residual_claim_ordering,reference_parallel_lmsr_reserve_residual,late_lp:4,late_lp,4,46.06282715965787246923602699,0.7897510527218467828213117273,0.7897510527218467828213117273
deterministic,reserve_residual_claim_ordering,global_state_fungible_fees_reserve_residual,creator:bootstrap,creator,1,138.2521933855583893131800394,1.064614855349577895469136558,1.064614855349577895469136558
deterministic,reserve_residual_claim_ordering,global_state_fungible_fees_reserve_residual,late_lp:4,late_lp,4,46.06282715965787246923602699,0.7897510527218467828213117274,0.7897510527218467828213117274
monte_carlo,linear_lambda_020_mc_0000,reference_parallel_lmsr_reserve_residual,creator:bootstrap,creator,1,286.0032426004708887210450275,1.254707512216788910823036075,1.254707512216788910823036075
monte_carlo,linear_lambda_020_mc_0000,reference_parallel_lmsr_reserve_residual,lp_0:6,lp_0,6,77.98692463320878834770838289,0.7409563147361426814223699443,0.7409563147361426814223699443
monte_carlo,linear_lambda_020_mc_0000,reference_parallel_lmsr_reserve_residual,lp_1:7,lp_1,7,45.49237270270512653616322334,0.6174635956134522345186416201,0.6174635956134522345186416201
monte_carlo,linear_lambda_020_mc_0000,global_state_fungible_fees_reserve_residual,creator:bootstrap,creator,1,286.0032426004708887210450274,1.254707512216788910823036075,1.254707512216788910823036075
monte_carlo,linear_lambda_020_mc_0000,global_state_fungible_fees_reserve_residual,lp_0:6,lp_0,6,77.98692463320878834770838287,0.7409563147361426814223699441,0.7409563147361426814223699441
monte_carlo,linear_lambda_020_mc_0000,global_state_fungible_fees_reserve_residual,lp_1:7,lp_1,7,45.49237270270512653616322333,0.6174635956134522345186416199,0.6174635956134522345186416199
monte_carlo,linear_lambda_020_mc_0001,reference_parallel_lmsr_reserve_residual,creator:bootstrap,creator,1,259.1627872660586582854508165,1.056421839801663745926128975,1.056421839801663745926128975
monte_carlo,linear_lambda_020_mc_0001,reference_parallel_lmsr_reserve_residual,lp_0:2,lp_0,2,34.37886431465660847667316299,1.068039470459046878484983314,1.068039470459046878484983314
monte_carlo,linear_lambda_020_mc_0001,reference_parallel_lmsr_reserve_residual,lp_1:4,lp_1,4,50.90720432594801545143173462,0.9023177839388429171725957916,0.9023177839388429171725957916
monte_carlo,linear_lambda_020_mc_0001,reference_parallel_lmsr_reserve_residual,lp_2:6,lp_2,6,23.80084357011307654887709221,0.7373224878639105065141508569,0.7373224878639105065141508569
monte_carlo,linear_lambda_020_mc_0001,global_state_fungible_fees_reserve_residual,creator:bootstrap,creator,1,259.1627872660586582854508165,1.056421839801663745926128975,1.056421839801663745926128975
monte_carlo,linear_lambda_020_mc_0001,global_state_fungible_fees_reserve_residual,lp_0:2,lp_0,2,34.37886431465660847667316299,1.068039470459046878484983314,1.068039470459046878484983314
monte_carlo,linear_lambda_020_mc_0001,global_state_fungible_fees_reserve_residual,lp_1:4,lp_1,4,50.90720432594801545143173462,0.9023177839388429171725957915,0.9023177839388429171725957915
monte_carlo,linear_lambda_020_mc_0001,global_state_fungible_fees_reserve_residual,lp_2:6,lp_2,6,23.80084357011307654887709221,0.7373224878639105065141508570,0.7373224878639105065141508570
monte_carlo,linear_lambda_020_mc_0002,reference_parallel_lmsr_reserve_residual,creator:bootstrap,creator,1,147.1783310033103242974044984,1.133350826013360942695555432,1.133350826013360942695555432
