run_family,result_count,price_continuity_pass_rate,slippage_pass_rate,solvency_pass_rate,mean_max_price_change,max_max_price_change,invariant_failures
adversarial,192,1,1,1,3.155596131642998923611265746E-29,1.726236382983195709702754400E-28,0
deterministic,9,1,1,1,1.342380814452447987823048748E-29,3.709404702152548257295422586E-29,0
monte_carlo,64,1,1,1,1.849136168532010026484420141E-29,9.754174130917635996789025846E-29,0
