run_family,scenario_name,description,mechanism,num_outcomes,fee_bps,protocol_fee_bps,event_count,path_labels,max_price_change,all_prices_within_tolerance,all_buy_quotes_improved,lp_fairness_rows,solvency_passed,path_terminal_states,path_max_price_diff,path_max_funds_diff,path_max_residual_claimed_diff,reserve_required,releasable_pool,total_residual_claimed,divergence_implemented,divergence_max_price_entry_diff,divergence_max_quote_diff,divergence_max_nav_diff,divergence_max_nav_per_deposit_diff,divergence_solvency_match,invariant_failures
deterministic,neutral_late_lp,Near-neutral market with one late LP joining after balanced trading.,reference_parallel_lmsr_reserve_residual,3,100,25,9,primary,2E-80,True,True,2,True,1,0,0,0,0,174.8128461734194530408298682,174.8128461734194530408298682,False,,,,,,0
deterministic,neutral_late_lp,Near-neutral market with one late LP joining after balanced trading.,global_state_fungible_fees_reserve_residual,3,100,25,9,primary,2E-80,True,True,2,True,1,0,0,0,0,174.8128461734194530408298682,174.8128461734194530408298682,True,1.692259504427551766395253783E-29,3.318756508239871852862705333E-27,0,0,True,0
deterministic,skewed_late_lp,Skewed market where an LP joins after one-sided order flow develops.,reference_parallel_lmsr_reserve_residual,3,100,25,11,primary,2.373209603267881507115591096E-29,True,True,2,True,1,0,0,0,0,172.3073872222507602353057863,172.3073872222507602353057863,False,,,,,,0
deterministic,skewed_late_lp,Skewed market where an LP joins after one-sided order flow develops.,global_state_fungible_fees_reserve_residual,3,100,25,11,primary,1E-80,True,True,2,True,1,0,0,0,0,172.3073872222507602353057863,172.3073872222507602353057863,True,1.931103403218438390843441723E-29,1.562319718237439645619824510E-26,0,0,True,0
deterministic,long_tail_late_lp,Long-tail market with many outcomes and one late LP entry.,reference_parallel_lmsr_reserve_residual,8,100,25,10,primary,3.374692031740994479984785479E-29,True,True,2,True,1,0,0,0,0,430.9587163292799935179050882,430.9587163292799935179050881,False,,,,,,0
deterministic,long_tail_late_lp,Long-tail market with many outcomes and one late LP entry.,global_state_fungible_fees_reserve_residual,8,100,25,10,primary,4E-80,True,True,2,True,1,0,0,0,0,430.9587163292799935179050881,430.9587163292799935179050881,True,4.089545676090504386575819335E-29,4.113632320839174190388097129E-27,0,0,True,0
deterministic,early_vs_late_same_delta_b,Earlier and later LP cohorts both add the same delta-b under different market states.,reference_parallel_lmsr_reserve_residual,3,100,25,12,primary,2.624120992910607646011639570E-29,True,True,3,True,1,0,0,0,0,189.7335490524779885235554999,189.7335490524779885235554999,False,,,,,,0
deterministic,early_vs_late_same_delta_b,Earlier and later LP cohorts both add the same delta-b under different market states.,global_state_fungible_fees_reserve_residual,3,100,25,12,primary,2E-80,True,True,3,True,1,0,0,0,0,189.7335490524779885235554999,189.7335490524779885235554999,True,2.636127865224893111038456986E-29,4.571362005618872722001083632E-27,0,0,True,0
deterministic,same_final_claims_different_timing,"Same final claims and LP size, but different LP entry timing for fairness/path-dependence comparison.",reference_parallel_lmsr_reserve_residual,3,100,25,10,lp_before_second_trade|lp_after_second_trade,1E-80,True,True,2,True,2,0,0.00003325045902808599741452,41.26519071993867056157512671,0,163.7003719768995612387760522,163.7003719768995612387760522,False,,,,,,0
deterministic,same_final_claims_different_timing,"Same final claims and LP size, but different LP entry timing for fairness/path-dependence comparison.",global_state_fungible_fees_reserve_residual,3,100,25,10,lp_before_second_trade|lp_after_second_trade,0E-80,True,True,2,True,2,0,0.00003325045902808599741442,41.26519071993867056157512671,0,163.7003719768995612387760522,163.7003719768995612387760522,True,1.765644502063622099440143929E-29,2.553817375184889134398271775E-27,0,0,True,0
deterministic,cancellation_refund_path,"Cancellation path with active LP cohort, refunds, and post-refund LP residual claims.",reference_parallel_lmsr_reserve_residual,3,100,25,9,primary,2E-80,True,True,2,True,1,0,0,0,0E-27,174.9010791734211691006217323,174.9010791734211691006217323,False,,,,,,0
deterministic,cancellation_refund_path,"Cancellation path with active LP cohort, refunds, and post-refund LP residual claims.",global_state_fungible_fees_reserve_residual,3,100,25,9,primary,0E-80,True,True,2,True,1,0,0,0,0E-27,174.9010791734211691006217323,174.9010791734211691006217323,True,1.765644502063622099440143929E-29,1.185701875453484651450107352E-26,0,0,True,0
deterministic,repeated_lp_entries,"Multiple LP cohorts join during active trading, including after an intermediate sell.",reference_parallel_lmsr_reserve_residual,3,100,25,15,primary,3.709404702152548257295422586E-29,True,True,4,True,1,0,0,0,0,212.3419422003601733705637673,212.3419422003601733705637672,False,,,,,,0
deterministic,repeated_lp_entries,"Multiple LP cohorts join during active trading, including after an intermediate sell.",global_state_fungible_fees_reserve_residual,3,100,25,15,primary,2E-80,True,True,4,True,1,0,0,0,0,212.3419422003601733705637673,212.3419422003601733705637673,True,1.391792870270238438400451547E-28,1.608465989152222864691681163E-26,1E-25,1E-27,True,0
deterministic,zero_flow_nav_invariance,"Zero-flow LP entry sanity check: no trades after entry, used for NAV invariance validation.",reference_parallel_lmsr_reserve_residual,3,100,25,3,primary,1E-80,True,True,2,True,1,0,0,0,0,0,0,False,,,,,,0
deterministic,zero_flow_nav_invariance,"Zero-flow LP entry sanity check: no trades after entry, used for NAV invariance validation.",global_state_fungible_fees_reserve_residual,3,100,25,3,primary,0E-80,True,True,2,True,1,0,0,0,0,0,0,True,1.749608034591205306934130252E-29,6.417475502583301159305912706E-27,0,0,True,0
deterministic,same_block_trade_reordering,Same-block reordering stress test around LP entry and adjacent trades.,reference_parallel_lmsr_reserve_residual,3,100,25,10,lp_after_block_trade|lp_before_block_trade,2E-80,True,True,2,True,2,0,0.00002464681597011885414903,35.81525789277820514222617968,0,159.8811839265850595564737302,159.8811839265850595564737301,False,,,,,,0
deterministic,same_block_trade_reordering,Same-block reordering stress test around LP entry and adjacent trades.,global_state_fungible_fees_reserve_residual,3,100,25,10,lp_after_block_trade|lp_before_block_trade,0E-80,True,True,2,True,2,0,0.00002464681597011885414903,35.81525789277820514222617968,0,159.8811839265850595564737302,159.8811839265850595564737301,True,1.692229435583110898516010674E-29,8.734780043416597363130665602E-27,0,0,True,0
deterministic,reserve_residual_claim_ordering,"Reserve-based residual ordering test: LPs claim free residual before all winners claim, with LP claim order permuted.",reference_parallel_lmsr_reserve_residual,3,100,25,10,creator_first|late_first,2.278464662389038128671194182E-29,True,True,2,True,2,0,1.3E-25,1E-25,0,186.0873582170831912662541320,184.2345449439116726932713014,False,,,,,,0
deterministic,reserve_residual_claim_ordering,"Reserve-based residual ordering test: LPs claim free residual before all winners claim, with LP claim order permuted.",global_state_fungible_fees_reserve_residual,3,100,25,10,creator_first|late_first,0E-80,True,True,2,True,2,0,1.3E-25,1E-25,0,186.0873582170831912662541320,184.2345449439116726932713014,True,1.998879736346305069301922779E-29,4.920657578500256974433079572E-27,0,0,True,0
monte_carlo,linear_lambda_0020_mc_0000,Randomized active-LP resolved market path.,reference_parallel_lmsr_reserve_residual,8,200,0,11,primary,3E-80,True,True,3,True,1,0,0,0,0,409.4313543243461388254690101,409.4313543243461388254690101,False,,,,,,0
monte_carlo,linear_lambda_0020_mc_0000,Randomized active-LP resolved market path.,global_state_fungible_fees_reserve_residual,8,200,0,11,primary,0E-80,True,True,3,True,1,0,0,0,0,409.4313543243461388254690100,409.4313543243461388254690100,True,3.011551037463212056935139328E-29,4.818225141535780211234801560E-27,1E-25,1E-27,True,0
monte_carlo,linear_lambda_0020_mc_0001,Randomized active-LP resolved market path.,reference_parallel_lmsr_reserve_residual,5,50,0,15,primary,7.090380953608790992570191418E-29,True,True,4,True,1,0,0,0,0,368.2314480124484362302657967,368.2314480124484362302657967,False,,,,,,0
monte_carlo,linear_lambda_0020_mc_0001,Randomized active-LP resolved market path.,global_state_fungible_fees_reserve_residual,5,50,0,15,primary,0.0,True,True,4,True,1,0,0,0,0,368.2314480124484362302657967,368.2314480124484362302657967,True,1.062895084565858154810702142E-28,9.933320080087925411614198562E-27,0,0,True,0
monte_carlo,linear_lambda_0020_mc_0002,Randomized active-LP resolved market path.,reference_parallel_lmsr_reserve_residual,3,50,25,10,primary,3E-80,True,True,2,True,1,0,0,0,0,172.8911141701490892713161166,172.8911141701490892713161166,False,,,,,,0
monte_carlo,linear_lambda_0020_mc_0002,Randomized active-LP resolved market path.,global_state_fungible_fees_reserve_residual,3,50,25,10,primary,2E-80,True,True,2,True,1,0,0,0,0,172.8911141701490892713161166,172.8911141701490892713161166,True,1E-80,8.002228187533228734314465823E-27,0,0,True,0
monte_carlo,linear_lambda_0020_mc_0003,Randomized active-LP cancellation path.,reference_parallel_lmsr_reserve_residual,8,100,25,19,primary,2.316989624228930019503609430E-29,True,True,4,True,1,0,0,0,0E-28,592.1023932339193733788662023,592.1023932339193733788662023,False,,,,,,0
monte_carlo,linear_lambda_0020_mc_0003,Randomized active-LP cancellation path.,global_state_fungible_fees_reserve_residual,8,100,25,19,primary,1E-80,True,True,4,True,1,0,0,0,0E-28,592.1023932339193733788662023,592.1023932339193733788662023,True,7.831114440771950652241222631E-29,6.061730306831811422026885598E-27,0,1E-27,True,0
monte_carlo,linear_lambda_0020_mc_0004,Randomized active-LP cancellation path.,reference_parallel_lmsr_reserve_residual,3,100,0,16,primary,7.205642035458997915770141148E-29,True,True,2,True,1,0,0,0,0E-27,197.3360669500870833357421488,197.3360669500870833357421488,False,,,,,,0
monte_carlo,linear_lambda_0020_mc_0004,Randomized active-LP cancellation path.,global_state_fungible_fees_reserve_residual,3,100,0,16,primary,0E-80,True,True,2,True,1,0,0,0,0E-27,197.3360669500870833357421488,197.3360669500870833357421488,True,9.622263187029045598495007174E-29,1.337585972880516043372519443E-26,0,1E-28,True,0
monte_carlo,linear_lambda_0020_mc_0005,Randomized active-LP resolved market path.,reference_parallel_lmsr_reserve_residual,3,50,25,12,primary,5.082568129533239389103119162E-29,True,True,2,True,1,0,0,0,0,238.3491717397623696083977440,238.3491717397623696083977440,False,,,,,,0
monte_carlo,linear_lambda_0020_mc_0005,Randomized active-LP resolved market path.,global_state_fungible_fees_reserve_residual,3,50,25,12,primary,2E-80,True,True,2,True,1,0,0,0,0,238.3491717397623696083977440,238.3491717397623696083977440,True,1.179018099147749637184228371E-30,1.032629756446431191850438839E-26,0,0,True,0
monte_carlo,linear_lambda_0020_mc_0006,Randomized active-LP resolved market path.,reference_parallel_lmsr_reserve_residual,5,50,25,11,primary,1E-80,True,True,2,True,1,0,0,0,0,227.1322493776253874087434224,227.1322493776253874087434224,False,,,,,,0
monte_carlo,linear_lambda_0020_mc_0006,Randomized active-LP resolved market path.,global_state_fungible_fees_reserve_residual,5,50,25,11,primary,0E-80,True,True,2,True,1,0,0,0,0,227.1322493776253874087434224,227.1322493776253874087434224,True,8.884737655164900311831080884E-29,1.135700523778690128362468403E-26,0,0,True,0
monte_carlo,linear_lambda_0020_mc_0007,Randomized active-LP resolved market path.,reference_parallel_lmsr_reserve_residual,5,50,25,12,primary,4E-80,True,True,2,True,1,0,0,0,0,180.2114970311199630221802215,180.2114970311199630221802215,False,,,,,,0
monte_carlo,linear_lambda_0020_mc_0007,Randomized active-LP resolved market path.,global_state_fungible_fees_reserve_residual,5,50,25,12,primary,2E-80,True,True,2,True,1,0,0,0,0,180.2114970311199630221802215,180.2114970311199630221802215,True,6.397260135347369472571484135E-29,8.120431043140793746069527201E-27,0,0,True,0
