shape,count,mean_quote_divergence,max_quote_divergence,mean_nav_per_deposit_divergence,max_nav_per_deposit_divergence
winner_policy=favorite|pre_entry=20|post_entry_mode=idle,4,0.000585204708186393499208792990,0.0007833951088384745161811927200,6.0686442391590198205785E-7,7.353521395740442839189E-7
winner_policy=favorite|pre_entry=20|post_entry_mode=reversion,4,0.000585204708186393499208792990,0.0007833951088384745161811927200,0.00091668815604750388841658225,0.001404493434216966553556172
winner_policy=favorite|pre_entry=6|post_entry_mode=idle,4,0.0001695443629407381360671703414,0.0002028629010748555242574667335,0.00000121431785181314301259865,0.0000013132057302654247868070
winner_policy=favorite|pre_entry=6|post_entry_mode=reversion,4,0.0001695443629407381360671703414,0.0002028629010748555242574667335,0.000997371692786297976252847,0.001518028920957070357293448
winner_policy=hedge|pre_entry=20|post_entry_mode=idle,4,0.000585204708186393499208792990,0.0007833951088384745161811927200,6.06884168566395152657E-7,7.35233671671085260326E-7
winner_policy=hedge|pre_entry=20|post_entry_mode=reversion,4,0.000585204708186393499208792990,0.0007833951088384745161811927200,0.000916724953295414334095487675,0.0014043907567319875568693251
winner_policy=hedge|pre_entry=6|post_entry_mode=idle,4,0.0001695443629407381360671703414,0.0002028629010748555242574667335,0.000001214276388047107354341,0.000001313170189894537079729
winner_policy=hedge|pre_entry=6|post_entry_mode=reversion,4,0.0001695443629407381360671703414,0.0002028629010748555242574667335,0.00099721799811384909799338585,0.0015175958855257566891069852
