run_family,count,mean_quote_divergence,max_quote_divergence,mean_nav_per_deposit_divergence,max_nav_per_deposit_divergence,mean_price_entry_divergence,max_price_entry_divergence,slippage_failures
adversarial,24,0.04664918831297554697863075108,0.2726205910867811919051892457,0.000009485757077515886004622666667,0.0000465543778748894121218917,0.00001963785922529617349798632935,0.00005703128615709568822064803740,0
monte_carlo,16,0.02959579069572110106406253571,0.2544689224192058644103699696,0.002508969574922440564848925624,0.0304545195997499853923334528,0.000009333449000258418323040053694,0.00003792546611157245710987819578,0
