threshold,scenario_count,mean_max_entry_probability,max_entry_probability,mean_fairness_gap_nav_per_deposit,min_fairness_gap_nav_per_deposit,max_fairness_gap_nav_per_deposit
0.8,6,0.8765384951184842405698074368,0.96415160659764578514180476613241939164495572934410888264331135018210446251037065,-0.2222355253940021566031019988,-0.4256906557811103247449854561,-0.1151197169354772419883068949
0.9,3,0.926855953315807606590931592,0.96415160659764578514180476613241939164495572934410888264331135018210446251037065,-0.3014614425388037098878350241,-0.4256906557811103247449854561,-0.1763433036991518046244898324
