run_family,result_count,price_continuity_pass_rate,slippage_pass_rate,solvency_pass_rate,mean_max_price_change,max_max_price_change,invariant_failures
deterministic,9,1,1,1,1.342380814452447987823048748E-29,3.709404702152548257295422586E-29,0
