shape,count,mean_quote_divergence,max_quote_divergence,mean_nav_per_deposit_divergence,max_nav_per_deposit_divergence
winner_policy=favorite|pre_entry=20|post_entry_mode=idle,8,0.0003553025833357773042197992099,0.0007833951088384745161811927200,4.65346141936330519980875E-7,7.353521395740442839189E-7
winner_policy=favorite|pre_entry=20|post_entry_mode=reversion,8,0.0003553025833357773042197992099,0.0007833951088384745161811927200,0.000559851973753621652822431625,0.001404493434216966553556172
winner_policy=favorite|pre_entry=6|post_entry_mode=idle,8,0.0003419401170821472763999913579,0.0009064069979182371533846517983,0.000001337806314117630987414225,0.0000023855928954191184670159
winner_policy=favorite|pre_entry=6|post_entry_mode=reversion,8,0.0003419401170821472763999913579,0.0009064069979182371533846517983,0.00060184989630397623451835975,0.001518028920957070357293448
winner_policy=hedge|pre_entry=20|post_entry_mode=idle,8,0.0003553025833357773042197992099,0.0007833951088384745161811927200,4.65215899779957876078375E-7,7.35233671671085260326E-7
winner_policy=hedge|pre_entry=20|post_entry_mode=reversion,8,0.0003553025833357773042197992099,0.0007833951088384745161811927200,0.00055993953452136292615763915,0.0014043907567319875568693251
winner_policy=hedge|pre_entry=6|post_entry_mode=idle,8,0.0003419401170821472763999913579,0.0009064069979182371533846517983,0.000001337743547890127389524875,0.0000023855208365428571491405
winner_policy=hedge|pre_entry=6|post_entry_mode=reversion,8,0.0003419401170821472763999913579,0.0009064069979182371533846517983,0.0006017874845197603676203764375,0.0015175958855257566891069852
