run_family,scenario_name,mechanism,num_outcomes,duration_steps,duration_bucket,clock_mode,split,price_continuity_pass,max_price_change,slippage_pass,solvency_pass,path_terminal_states,path_max_price_diff,path_max_funds_diff,path_max_residual_claimed_diff,fairness_gap_nav_per_deposit,entry_max_probability,reserve_required,releasable_pool,total_residual_claimed,divergence_max_quote_diff_vs_reference,divergence_max_nav_per_deposit_diff_vs_reference,invariant_failures
adversarial,fpmm_compare_adv_0014,fpmm_pool_share,3,,,event_step,,True,5.607145831877719304664929171E-29,True,True,1,0,0,0,0.0311869378603941933385449469,0.34375876818506545750829940526667917991033852385779241470310483161846882492054178,0,0E-26,140.5716260992796307906363259,,,0
adversarial,fpmm_compare_adv_0015,reference_parallel_lmsr_reserve_residual,3,,,event_step,,True,1E-80,True,True,1,0,0,0,0.061412480822028644254557175,0.34679726706620556343340016451908226106402754681458321719355392406591308133202813,0,158.5806206373584448131647886,158.5806206373584448131647886,,,0
adversarial,fpmm_compare_adv_0015,fpmm_pool_share,3,,,event_step,,True,5.607145831877719304664929171E-29,True,True,1,0,0,0,-0.016232829404962017332611913,0.34375876818506545750829940526667917991033852385779241470310483161846882492054178,0,0E-26,158.5716260992796307906363259,,,0
adversarial,fpmm_compare_adv_0016,reference_parallel_lmsr_reserve_residual,3,,,event_step,,True,1E-80,True,True,1,0,0,0,0.0589865893393729343828384559,0.34679726706620556343340016451908226106402754681458321719355392406591308133202813,0,152.3344549465230587714174597,152.3344549465230587714174597,,,0
adversarial,fpmm_compare_adv_0016,fpmm_pool_share,3,,,event_step,,True,5.607145831877719304664929171E-29,True,True,1,0,0,0,0.0299900524339972071218200301,0.34375876818506545750829940526667917991033852385779241470310483161846882492054178,0,0E-26,152.3771644600328780784610769,,,0
adversarial,fpmm_compare_adv_0017,reference_parallel_lmsr_reserve_residual,3,,,event_step,,True,1E-80,True,True,1,0,0,0,0.0566587393010656435691857792,0.34679726706620556343340016451908226106402754681458321719355392406591308133202813,0,146.3344549465230587714174598,146.3344549465230587714174598,,,0
adversarial,fpmm_compare_adv_0017,fpmm_pool_share,3,,,event_step,,True,5.607145831877719304664929171E-29,True,True,1,0,0,0,-0.0149965136205592559138862433,0.34375876818506545750829940526667917991033852385779241470310483161846882492054178,0,0E-26,146.3771644600328780784610769,,,0
adversarial,fpmm_compare_adv_0020,reference_parallel_lmsr_reserve_residual,3,,,event_step,,True,2E-80,True,True,1,0,0,0,0.0388731771889036318494001454,0.34509390166603296356601132362869005091234671460327672903511818561055011385582583,0,141.1507346699166641817227760,141.1507346699166641817227760,,,0
adversarial,fpmm_compare_adv_0020,fpmm_pool_share,3,,,event_step,,True,4.349817810077553722462466363E-30,True,True,1,0,0,0,0.0275325023074465460205237105,0.34243090264684553868984118187551387913910433641399847192653054898297456965919344,0,0E-26,141.1526734376046429710339041,,,0
adversarial,fpmm_compare_adv_0021,reference_parallel_lmsr_reserve_residual,3,,,event_step,,True,2E-80,True,True,1,0,0,0,0.043435118672225148181713841,0.34509390166603296356601132362869005091234671460327672903511818561055011385582583,0.00,157.6507346699166641817227760,157.6507346699166641817227760,,,0
adversarial,fpmm_compare_adv_0021,fpmm_pool_share,3,,,event_step,,True,4.349817810077553722462466363E-30,True,True,1,0,0,0,-0.008626631047214863396281773,0.34243090264684553868984118187551387913910433641399847192653054898297456965919344,0,0E-26,157.6526734376046429710339042,,,0
adversarial,fpmm_compare_adv_0022,reference_parallel_lmsr_reserve_residual,3,,,event_step,,True,2E-80,True,True,1,0,0,0,0.0421379377911204830007139892,0.34509390166603296356601132362869005091234671460327672903511818561055011385582583,0,152.9656614131977569474722358,152.9656614131977569474722358,,,0
adversarial,fpmm_compare_adv_0022,fpmm_pool_share,3,,,event_step,,True,4.349817810077553722462466363E-30,True,True,1,0,0,0,0.026044124480183704940097821,0.34243090264684553868984118187551387913910433641399847192653054898297456965919344,0,0E-26,153.0062887251809739708128730,,,0
adversarial,fpmm_compare_adv_0023,reference_parallel_lmsr_reserve_residual,3,,,event_step,,True,2E-80,True,True,1,0,0,0,0.0400643280259743392132986726,0.34509390166603296356601132362869005091234671460327672903511818561055011385582583,0.00,145.4656614131977569474722358,145.4656614131977569474722358,,,0
adversarial,fpmm_compare_adv_0023,fpmm_pool_share,3,,,event_step,,True,4.349817810077553722462466363E-30,True,True,1,0,0,0,-0.0071014921550893909232440449,0.34243090264684553868984118187551387913910433641399847192653054898297456965919344,0,0E-26,145.5062887251809739708128729,,,0
adversarial,fpmm_compare_adv_0024,reference_parallel_lmsr_reserve_residual,3,,,event_step,,True,1.726236382983195709702754400E-28,True,True,1,0,0,0,-0.0324984194429297229864053074,0.37915245309398876738598755936608950179580108231784308283883463222984869357606271,0,140.3780284647955202734089946,140.3780284647955202734089946,,,0
adversarial,fpmm_compare_adv_0024,fpmm_pool_share,3,,,event_step,,True,3.235528482833867517121066779E-29,True,True,1,0,0,0,0.0994008192899352148239873176,0.36930661396797519799915706654092579180541197329728521095914713013617673478435942,0,0E-26,140.3492544009180936456344051,,,0
adversarial,fpmm_compare_adv_0025,reference_parallel_lmsr_reserve_residual,3,,,event_step,,True,1.726236382983195709702754400E-28,True,True,1,0,0,0,-0.037050428995297584982186968,0.37915245309398876738598755936608950179580108231784308283883463222984869357606271,0,160.3780284647955202734089946,160.3780284647955202734089946,,,0
adversarial,fpmm_compare_adv_0025,fpmm_pool_share,3,,,event_step,,True,3.235528482833867517121066779E-29,True,True,1,0,0,0,-0.054609736243252574687451240,0.36930661396797519799915706654092579180541197329728521095914713013617673478435942,0,0E-26,160.3492544009180936456344051,,,0
