run_family,scenario_name,mechanism,cohort_id,sponsor_id,entry_timestamp,num_outcomes,duration_steps,duration_bucket,clock_mode,split,nav,nav_per_deposit,nav_per_risk
high_skew,fpmm_compare_high_skew_0002,reference_parallel_lmsr_reserve_residual,lp_late:3,lp_late,3,16,,,event_step,,24.63833768972749406915152198,0.3730172880854767870974551850,0.3730172880854767870974551850
high_skew,fpmm_compare_high_skew_0002,fpmm_pool_share,creator:bootstrap,creator,1,16,,,event_step,,75.94072410068675327922894368,0.2554700000458424063125460945,0.2554700000458424063125460945
high_skew,fpmm_compare_high_skew_0002,fpmm_pool_share,lp_late:3,lp_late,3,16,,,event_step,,66.05146323427676416112879557,1.000000000000000000000000000,1.000000000000000000000000000
high_skew,fpmm_compare_high_skew_0003,reference_parallel_lmsr_reserve_residual,creator:bootstrap,creator,1,16,,,event_step,,114.3880457974570398391129860,0.3848095262612317392481238360,0.3848095262612317392481238360
high_skew,fpmm_compare_high_skew_0003,reference_parallel_lmsr_reserve_residual,lp_late:3,lp_late,3,16,,,event_step,,19.48945266216522214454801540,0.1912124737465986975682598847,0.1912124737465986975682598847
high_skew,fpmm_compare_high_skew_0003,fpmm_pool_share,creator:bootstrap,creator,1,16,,,event_step,,2.175649778630373619738037737,0.007319040681117395278980275626,0.007319040681117395278980275626
high_skew,fpmm_compare_high_skew_0003,fpmm_pool_share,lp_late:3,lp_late,3,16,,,event_step,,101.9256342449358749126165174,1.000000000000000000000000001,1.000000000000000000000000001
high_skew,fpmm_compare_high_skew_0004,reference_parallel_lmsr_reserve_residual,creator:bootstrap,creator,1,16,,,event_step,,273.1473287685311957442468336,0.9188870519656705078638816337,0.9188870519656705078638816337
high_skew,fpmm_compare_high_skew_0004,reference_parallel_lmsr_reserve_residual,lp_late:3,lp_late,3,16,,,event_step,,118.7424278599358212669749190,0.8444406151453223755389108976,0.8444406151453223755389108976
high_skew,fpmm_compare_high_skew_0004,fpmm_pool_share,creator:bootstrap,creator,1,16,,,event_step,,250.6917386175562777817394175,0.8433448486902200210314657837,0.8433448486902200210314657837
high_skew,fpmm_compare_high_skew_0004,fpmm_pool_share,lp_late:3,lp_late,3,16,,,event_step,,140.6166706459294033936724110,1.000000000000000000000000000,1.000000000000000000000000000
high_skew,fpmm_compare_high_skew_0005,reference_parallel_lmsr_reserve_residual,creator:bootstrap,creator,1,16,,,event_step,,244.8704802192103690890254564,0.8237617211798669691115982380,0.8237617211798669691115982380
high_skew,fpmm_compare_high_skew_0005,reference_parallel_lmsr_reserve_residual,lp_late:3,lp_late,3,16,,,event_step,,106.4210747666308428050650523,0.7404243139036360387490202212,0.7404243139036360387490202212
high_skew,fpmm_compare_high_skew_0005,fpmm_pool_share,creator:bootstrap,creator,1,16,,,event_step,,204.8162984098655802304440302,0.6890166031967615560426256063,0.6890166031967615560426256063
high_skew,fpmm_compare_high_skew_0005,fpmm_pool_share,lp_late:3,lp_late,3,16,,,event_step,,143.7298489099605937522382242,0.9999999999999999999999999997,0.9999999999999999999999999997
high_skew,fpmm_compare_high_skew_0006,reference_parallel_lmsr_reserve_residual,creator:bootstrap,creator,1,16,,,event_step,,185.4959664974359302368940942,0.6240216317502164778702573960,0.6240216317502164778702573960
high_skew,fpmm_compare_high_skew_0006,reference_parallel_lmsr_reserve_residual,lp_late:3,lp_late,3,16,,,event_step,,80.41999219911385794195938384,0.4870141447972082803524633331,0.4870141447972082803524633331
high_skew,fpmm_compare_high_skew_0006,fpmm_pool_share,creator:bootstrap,creator,1,16,,,event_step,,75.94072410068675327922894371,0.2554700000458424063125460946,0.2554700000458424063125460946
high_skew,fpmm_compare_high_skew_0006,fpmm_pool_share,lp_late:3,lp_late,3,16,,,event_step,,165.1286580856919104028219889,0.9999999999999999999999999999,0.9999999999999999999999999999
high_skew,fpmm_compare_high_skew_0007,reference_parallel_lmsr_reserve_residual,creator:bootstrap,creator,1,16,,,event_step,,200.5713265430809040966391471,0.6747362157518876424147836391,0.6747362157518876424147836391
high_skew,fpmm_compare_high_skew_0007,reference_parallel_lmsr_reserve_residual,lp_late:3,lp_late,3,16,,,event_step,,86.19462328394517025594663029,0.3382647512472171161922126329,0.3382647512472171161922126329
high_skew,fpmm_compare_high_skew_0007,fpmm_pool_share,creator:bootstrap,creator,1,16,,,event_step,,2.175649778630373619738037737,0.007319040681117395278980275626,0.007319040681117395278980275626
high_skew,fpmm_compare_high_skew_0007,fpmm_pool_share,lp_late:3,lp_late,3,16,,,event_step,,254.8140856123396872815412933,0.9999999999999999999999999999,0.9999999999999999999999999999
high_skew,fpmm_compare_high_skew_0008,reference_parallel_lmsr_reserve_residual,creator:bootstrap,creator,1,32,,,event_step,,330.7913181188501778545369922,0.9023872065257249876305534739,0.9023872065257249876305534739
high_skew,fpmm_compare_high_skew_0008,reference_parallel_lmsr_reserve_residual,lp_late:3,lp_late,3,32,,,event_step,,57.52543449242624833612454729,0.8251382837283535774909967802,0.8251382837283535774909967802
high_skew,fpmm_compare_high_skew_0008,fpmm_pool_share,creator:bootstrap,creator,1,32,,,event_step,,318.2660095952716829853791058,0.8682186006694978121270001526,0.8682186006694978121270001526
high_skew,fpmm_compare_high_skew_0008,fpmm_pool_share,lp_late:3,lp_late,3,32,,,event_step,,69.71611380397952937814011573,1.000000000000000000000000000,1.000000000000000000000000000
high_skew,fpmm_compare_high_skew_0009,reference_parallel_lmsr_reserve_residual,creator:bootstrap,creator,1,32,,,event_step,,291.5260409641436877369010747,0.7952728966139896320792549095,0.7952728966139896320792549095
high_skew,fpmm_compare_high_skew_0009,reference_parallel_lmsr_reserve_residual,lp_late:3,lp_late,3,32,,,event_step,,50.69108464159771756595402687,0.7204449363896055657427394356,0.7204449363896055657427394356
high_skew,fpmm_compare_high_skew_0009,fpmm_pool_share,creator:bootstrap,creator,1,32,,,event_step,,270.2352161734951036657516810,0.7371922673619270486500926217,0.7371922673619270486500926217
high_skew,fpmm_compare_high_skew_0009,fpmm_pool_share,lp_late:3,lp_late,3,32,,,event_step,,70.36080355513076559503161358,0.9999999999999999999999999998,0.9999999999999999999999999998
high_skew,fpmm_compare_high_skew_0010,reference_parallel_lmsr_reserve_residual,creator:bootstrap,creator,1,32,,,event_step,,189.2849251599710161439337647,0.5163626900001268040944141877,0.5163626900001268040944141877
high_skew,fpmm_compare_high_skew_0010,reference_parallel_lmsr_reserve_residual,lp_late:3,lp_late,3,32,,,event_step,,32.86699580557228435295642775,0.4364302428278617064495483540,0.4364302428278617064495483540
high_skew,fpmm_compare_high_skew_0010,fpmm_pool_share,creator:bootstrap,creator,1,32,,,event_step,,129.2492987067239489430244660,0.3525875898697695744799082086,0.3525875898697695744799082086
high_skew,fpmm_compare_high_skew_0010,fpmm_pool_share,lp_late:3,lp_late,3,32,,,event_step,,75.30870361460215323040931457,1.000000000000000000000000000,1.000000000000000000000000000
high_skew,fpmm_compare_high_skew_0011,reference_parallel_lmsr_reserve_residual,creator:bootstrap,creator,1,32,,,event_step,,123.3368435900082743163774713,0.3364586180248529683449567856,0.3364586180248529683449567856
high_skew,fpmm_compare_high_skew_0011,reference_parallel_lmsr_reserve_residual,lp_late:3,lp_late,3,32,,,event_step,,21.15006751221666322729190647,0.2037699961282063625775228885,0.2037699961282063625775228885
high_skew,fpmm_compare_high_skew_0011,fpmm_pool_share,creator:bootstrap,creator,1,32,,,event_step,,1.375633474520365021549915884,0.003752680255742693214961355573,0.003752680255742693214961355573
high_skew,fpmm_compare_high_skew_0011,fpmm_pool_share,lp_late:3,lp_late,3,32,,,event_step,,103.7938259512437461307033947,0.9999999999999999999999999993,0.9999999999999999999999999993
