run_family,result_count,price_continuity_pass_rate,slippage_pass_rate,solvency_pass_rate,mean_max_price_change,max_max_price_change,invariant_failures
monte_carlo,64,1,1,1,1.849136168532010026484420141E-29,9.754174130917635996789025846E-29,0
